====================================================================================================
Run timestamp: 2026-03-31T12:17:58.808333
Lattice: openai-none
CLI command: python3 solo_async.py --lattice openai-none --num-pulls 30 --repeats 150 --max-concurrent-games 128 --threadpool-workers 128 --output-dir results/async_solo_50x30_extra
Working directory: /Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation
Log file: /Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/logs/20260331_121758_808333.log
Arguments:
  lattice=openai-none
  num_pulls=30
  repeats=150
  max_concurrent_games=128
  threadpool_workers=128
  output_dir=/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra
  debug=True
  settings_file=lattice_async.settings.txt
Reasoning profile:
  openai_effort=none
  anthropic_effort=None
  anthropic_thinking_type=disabled
  gemini_effort=none
[settings] loaded 18 var(s) from lattice_async.settings.txt (skipped 0 already-set env var(s)).
[settings] effective values:
  ANTHROPIC_BACKOFF_BASE_SECONDS=1  (source=settings-file)
  ANTHROPIC_BACKOFF_JITTER=0.25  (source=settings-file)
  ANTHROPIC_BACKOFF_MAX_SECONDS=60  (source=settings-file)
  ANTHROPIC_MAX_IN_FLIGHT=2  (source=settings-file)
  ANTHROPIC_MAX_RETRIES=8  (source=settings-file)
  ANTHROPIC_MIN_INTERVAL_SECONDS=0.25  (source=settings-file)
  GEMINI_BACKOFF_BASE_SECONDS=1  (source=settings-file)
  GEMINI_BACKOFF_JITTER=0.25  (source=settings-file)
  GEMINI_BACKOFF_MAX_SECONDS=60  (source=settings-file)
  GEMINI_MAX_IN_FLIGHT=2  (source=settings-file)
  GEMINI_MAX_RETRIES=8  (source=settings-file)
  GEMINI_MIN_INTERVAL_SECONDS=0.20  (source=settings-file)
  OPENAI_BACKOFF_BASE_SECONDS=1  (source=settings-file)
  OPENAI_BACKOFF_JITTER=0.25  (source=settings-file)
  OPENAI_BACKOFF_MAX_SECONDS=60  (source=settings-file)
  OPENAI_MAX_IN_FLIGHT=128  (source=settings-file)
  OPENAI_MAX_RETRIES=8  (source=settings-file)
  OPENAI_MIN_INTERVAL_SECONDS=0.015  (source=settings-file)
====================================================================================================
[openai-none] starting: 4 models, 150 repeat(s), 30 pulls, max_concurrent_games=128, threadpool_workers=128
[openai-none] 1/600 gpt-4.1 (run 16) total=432.000 expected=432.000 time=38.09s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r016.log
[openai-none] 16/600 gpt-4o-mini (run 32) total=542.000 expected=460.000 time=54.51s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r032.log
[openai-none] 17/600 gpt-5.4 (run 20) total=576.000 expected=576.000 time=54.68s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r020.log
[openai-none] 18/600 gpt-5.4 (run 11) total=240.000 expected=240.000 time=54.83s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r011.log
[openai-none] 19/600 gpt-5.4 (run 32) total=516.000 expected=472.000 time=56.47s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r032.log
[openai-none] 20/600 gpt-5.4 (run 28) total=240.000 expected=240.000 time=56.50s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r028.log
[openai-none] 21/600 gpt-5.4 (run 16) total=536.000 expected=576.000 time=56.96s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r016.log
[openai-none] 22/600 gpt-5.4 (run 29) total=240.000 expected=240.000 time=56.97s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r029.log
[openai-none] 23/600 gpt-5.4 (run 1) total=572.000 expected=576.000 time=57.15s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r001.log
[openai-none] 24/600 gpt-5.4 (run 31) total=480.000 expected=576.000 time=57.44s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r031.log
[openai-none] 25/600 gpt-5.4 (run 15) total=456.000 expected=472.000 time=57.63s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r015.log
[openai-none] 26/600 gpt-5.4 (run 21) total=240.000 expected=240.000 time=57.67s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r021.log
[openai-none] 27/600 gpt-5.4 (run 18) total=240.000 expected=240.000 time=57.74s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r018.log
[openai-none] 28/600 gpt-5.4 (run 27) total=240.000 expected=240.000 time=57.84s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r027.log
[openai-none] 29/600 gpt-5.4 (run 19) total=468.000 expected=464.000 time=58.69s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r019.log
[openai-none] 30/600 gpt-5.4 (run 30) total=240.000 expected=240.000 time=58.69s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r030.log
[openai-none] 31/600 gpt-4.1 (run 12) total=528.000 expected=568.000 time=59.10s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r012.log
[openai-none] 32/600 gpt-5.4 (run 13) total=240.000 expected=240.000 time=59.94s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r013.log
[openai-none] 33/600 gpt-5.4 (run 12) total=240.000 expected=240.000 time=60.04s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r012.log
[openai-none] 34/600 gpt-5.1 (run 30) total=240.000 expected=240.000 time=60.03s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r030.log
[openai-none] 35/600 gpt-5.4 (run 2) total=240.000 expected=240.000 time=60.28s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r002.log
[openai-none] 36/600 gpt-5.4 (run 6) total=240.000 expected=240.000 time=60.43s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r006.log
[openai-none] 37/600 gpt-5.1 (run 28) total=240.000 expected=240.000 time=60.46s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r028.log
[openai-none] 38/600 gpt-5.4 (run 26) total=636.000 expected=576.000 time=60.72s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r026.log
[openai-none] 39/600 gpt-4o-mini (run 6) total=268.000 expected=256.000 time=61.66s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r006.log
[openai-none] 40/600 gpt-5.1 (run 3) total=520.000 expected=568.000 time=61.81s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r003.log
[openai-none] 41/600 gpt-5.1 (run 1) total=340.000 expected=376.000 time=61.99s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r001.log
[openai-none] 42/600 gpt-5.4 (run 14) total=384.000 expected=472.000 time=62.05s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r014.log
[openai-none] 43/600 gpt-4o-mini (run 30) total=232.000 expected=232.000 time=62.06s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r030.log
[openai-none] 44/600 gpt-5.4 (run 9) total=404.000 expected=504.000 time=62.18s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r009.log
[openai-none] 45/600 gpt-5.4 (run 24) total=240.000 expected=240.000 time=62.36s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r024.log
[openai-none] 46/600 gpt-4.1 (run 19) total=528.000 expected=576.000 time=62.41s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r019.log
[openai-none] 47/600 gpt-4.1 (run 7) total=636.000 expected=576.000 time=62.46s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r007.log
[openai-none] 48/600 gpt-5.1 (run 17) total=506.000 expected=468.000 time=62.53s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r017.log
[openai-none] 49/600 gpt-5.1 (run 16) total=240.000 expected=240.000 time=62.77s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r016.log
[openai-none] 50/600 gpt-5.4 (run 4) total=240.000 expected=240.000 time=62.86s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r004.log
[openai-none] 51/600 gpt-5.4 (run 25) total=240.000 expected=240.000 time=62.86s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r025.log
[openai-none] 52/600 gpt-5.1 (run 23) total=368.000 expected=368.000 time=63.05s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r023.log
[openai-none] 53/600 gpt-4o-mini (run 14) total=354.000 expected=388.000 time=63.11s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r014.log
[openai-none] 54/600 gpt-5.1 (run 15) total=240.000 expected=240.000 time=63.13s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r015.log
[openai-none] 55/600 gpt-5.1 (run 19) total=240.000 expected=240.000 time=63.16s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r019.log
[openai-none] 56/600 gpt-4.1 (run 17) total=548.000 expected=544.000 time=63.22s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r017.log
[openai-none] 57/600 gpt-5.4 (run 22) total=480.000 expected=528.000 time=63.31s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r022.log
[openai-none] 58/600 gpt-5.1 (run 11) total=444.000 expected=472.000 time=63.45s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r011.log
[openai-none] 59/600 gpt-5.1 (run 25) total=228.000 expected=264.000 time=63.47s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r025.log
[openai-none] 60/600 gpt-5.4 (run 5) total=240.000 expected=240.000 time=63.55s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r005.log
[openai-none] 61/600 gpt-4.1 (run 30) total=612.000 expected=552.000 time=63.79s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r030.log
[openai-none] 62/600 gpt-4o-mini (run 1) total=232.000 expected=232.000 time=63.93s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r001.log
[openai-none] 63/600 gpt-5.1 (run 26) total=406.000 expected=468.000 time=64.45s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r026.log
[openai-none] 64/600 gpt-5.1 (run 5) total=384.000 expected=360.000 time=64.59s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r005.log
[openai-none] 65/600 gpt-5.1 (run 2) total=472.000 expected=448.000 time=64.62s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r002.log
[openai-none] 66/600 gpt-4o-mini (run 5) total=232.000 expected=232.000 time=64.92s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r005.log
[openai-none] 67/600 gpt-5.1 (run 10) total=240.000 expected=240.000 time=65.09s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r010.log
[openai-none] 68/600 gpt-4.1 (run 20) total=576.000 expected=576.000 time=65.77s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r020.log
[openai-none] 69/600 gpt-5.1 (run 4) total=240.000 expected=240.000 time=65.80s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r004.log
[openai-none] 70/600 gpt-4.1 (run 11) total=572.000 expected=576.000 time=66.03s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r011.log
[openai-none] 71/600 gpt-5.1 (run 20) total=412.000 expected=456.000 time=66.04s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r020.log
[openai-none] 72/600 gpt-5.1 (run 27) total=240.000 expected=240.000 time=66.13s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r027.log
[openai-none] 73/600 gpt-5.1 (run 18) total=544.000 expected=568.000 time=66.23s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r018.log
[openai-none] 74/600 gpt-4o-mini (run 3) total=376.000 expected=392.000 time=66.57s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r003.log
[openai-none] 75/600 gpt-5.1 (run 29) total=576.000 expected=576.000 time=66.55s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r029.log
[openai-none] 76/600 gpt-4.1 (run 8) total=548.000 expected=528.000 time=66.69s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r008.log
[openai-none] 77/600 gpt-4.1 (run 2) total=610.000 expected=532.000 time=66.95s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r002.log
[openai-none] 78/600 gpt-5.1 (run 8) total=240.000 expected=240.000 time=67.01s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r008.log
[openai-none] 79/600 gpt-4.1 (run 9) total=438.000 expected=468.000 time=67.16s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r009.log
[openai-none] 80/600 gpt-5.1 (run 7) total=404.000 expected=472.000 time=67.39s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r007.log
[openai-none] 81/600 gpt-5.1 (run 9) total=620.000 expected=576.000 time=67.64s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r009.log
[openai-none] 82/600 gpt-5.1 (run 6) total=356.000 expected=368.000 time=68.00s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r006.log
[openai-none] 83/600 gpt-5.1 (run 12) total=584.000 expected=576.000 time=68.04s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r012.log
[openai-none] 84/600 gpt-5.4 (run 8) total=668.000 expected=576.000 time=68.06s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r008.log
[openai-none] 85/600 gpt-4o-mini (run 20) total=240.000 expected=240.000 time=68.82s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r020.log
[openai-none] 86/600 gpt-4o-mini (run 7) total=420.000 expected=456.000 time=68.87s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r007.log
[openai-none] 87/600 gpt-5.1 (run 24) total=240.000 expected=240.000 time=68.91s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r024.log
[openai-none] 88/600 gpt-4o-mini (run 26) total=348.000 expected=376.000 time=68.98s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r026.log
[openai-none] 89/600 gpt-4.1 (run 6) total=622.000 expected=572.000 time=69.13s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r006.log
[openai-none] 90/600 gpt-4.1 (run 23) total=588.000 expected=576.000 time=69.23s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r023.log
[openai-none] 91/600 gpt-4o-mini (run 23) total=240.000 expected=240.000 time=69.41s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r023.log
[openai-none] 92/600 gpt-4o-mini (run 4) total=240.000 expected=240.000 time=69.56s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r004.log
[openai-none] 93/600 gpt-4o-mini (run 16) total=210.000 expected=300.000 time=69.89s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r016.log
[openai-none] 94/600 gpt-4o-mini (run 12) total=546.000 expected=452.000 time=69.91s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r012.log
[openai-none] 95/600 gpt-4.1 (run 26) total=376.000 expected=440.000 time=69.96s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r026.log
[openai-none] 96/600 gpt-4.1 (run 24) total=528.000 expected=520.000 time=70.26s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r024.log
[openai-none] 97/600 gpt-4o-mini (run 10) total=144.000 expected=144.000 time=70.53s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r010.log
[openai-none] 98/600 gpt-4.1 (run 21) total=542.000 expected=532.000 time=71.01s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r021.log
[openai-none] 99/600 gpt-4.1 (run 32) total=604.000 expected=552.000 time=71.18s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r032.log
[openai-none] 100/600 gpt-5.1 (run 13) total=240.000 expected=240.000 time=71.28s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r013.log
[openai-none] 101/600 gpt-5.1 (run 22) total=572.000 expected=576.000 time=71.49s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r022.log
[openai-none] 102/600 gpt-4.1 (run 25) total=430.000 expected=444.000 time=71.51s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r025.log
[openai-none] 103/600 gpt-4o-mini (run 9) total=394.000 expected=388.000 time=72.08s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r009.log
[openai-none] 104/600 gpt-4.1 (run 3) total=476.000 expected=528.000 time=72.21s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r003.log
[openai-none] 105/600 gpt-4.1 (run 4) total=398.000 expected=388.000 time=72.26s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r004.log
[openai-none] 106/600 gpt-5.1 (run 32) total=370.000 expected=380.000 time=73.16s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r032.log
[openai-none] 107/600 gpt-5.1 (run 21) total=480.000 expected=480.000 time=73.25s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r021.log
[openai-none] 108/600 gpt-4.1 (run 15) total=592.000 expected=528.000 time=73.39s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r015.log
[openai-none] 109/600 gpt-4.1 (run 27) total=298.000 expected=388.000 time=73.46s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r027.log
[openai-none] 110/600 gpt-4.1 (run 22) total=616.000 expected=568.000 time=73.70s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r022.log
[openai-none] 111/600 gpt-4o-mini (run 24) total=232.000 expected=232.000 time=76.40s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r024.log
[openai-none] 112/600 gpt-4.1 (run 1) total=290.000 expected=332.000 time=77.66s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r001.log
[openai-none] 113/600 gpt-4o-mini (run 19) total=232.000 expected=232.000 time=77.68s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r019.log
[openai-none] 114/600 gpt-4o-mini (run 2) total=240.000 expected=240.000 time=79.00s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r002.log
[openai-none] 115/600 gpt-4o-mini (run 13) total=232.000 expected=232.000 time=79.88s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r013.log
[openai-none] 116/600 gpt-4o-mini (run 29) total=272.000 expected=296.000 time=80.22s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r029.log
[openai-none] 117/600 gpt-4o-mini (run 27) total=428.000 expected=456.000 time=80.43s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r027.log
[openai-none] 118/600 gpt-5.1 (run 14) total=240.000 expected=240.000 time=81.36s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r014.log
[openai-none] 119/600 gpt-4o-mini (run 25) total=546.000 expected=484.000 time=83.01s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r025.log
[openai-none] 120/600 gpt-4o-mini (run 28) total=488.000 expected=440.000 time=86.28s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r028.log
[openai-none] 121/600 gpt-4o-mini (run 31) total=458.000 expected=436.000 time=86.46s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r031.log
[openai-none] 122/600 gpt-4.1 (run 5) total=492.000 expected=552.000 time=88.04s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r005.log
[openai-none] 123/600 gpt-4o-mini (run 21) total=422.000 expected=428.000 time=90.30s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r021.log
[openai-none] 124/600 gpt-4.1 (run 33) total=548.000 expected=536.000 time=48.95s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r033.log
[openai-none] 125/600 gpt-4o-mini (run 17) total=450.000 expected=444.000 time=92.44s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r017.log
[openai-none] 126/600 gpt-4o-mini (run 18) total=528.000 expected=456.000 time=92.61s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r018.log
[openai-none] 127/600 gpt-4o-mini (run 11) total=454.000 expected=460.000 time=92.90s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r011.log
[openai-none] 128/600 gpt-4.1 (run 35) total=576.000 expected=576.000 time=44.50s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r035.log
[openai-none] 129/600 gpt-4o-mini (run 33) total=240.000 expected=240.000 time=62.42s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r033.log
[openai-none] 130/600 gpt-5.4 (run 33) total=240.000 expected=240.000 time=52.48s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r033.log
[openai-none] 131/600 gpt-5.4 (run 34) total=564.000 expected=576.000 time=50.06s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r034.log
[openai-none] 132/600 gpt-4.1 (run 45) total=452.000 expected=528.000 time=41.45s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r045.log
[openai-none] 133/600 gpt-4.1 (run 50) total=550.000 expected=572.000 time=38.87s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r050.log
[openai-none] 134/600 gpt-4.1 (run 36) total=376.000 expected=368.000 time=51.05s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r036.log
[openai-none] 135/600 gpt-4.1 (run 41) total=592.000 expected=552.000 time=48.85s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r041.log
[openai-none] 136/600 gpt-5.4 (run 37) total=240.000 expected=240.000 time=53.43s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r037.log
[openai-none] 137/600 gpt-5.1 (run 33) total=480.000 expected=480.000 time=61.39s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r033.log
[openai-none] 138/600 gpt-5.4 (run 35) total=240.000 expected=240.000 time=57.13s log=results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r035.log
